message,author,date,url
Modify to use chatgpt,Olusola Oseni,2025-02-26T16:25:59.000+01:00,https://github.com/kenoseni/tenant-screening/commit/e8950a1b5a5a810487267e96ea3bdbe017ca7eb9
switch chatgpt integration to use gpt-4o,aziznal,2024-05-20T22:58:15.000+03:00,https://github.com/aziznal/my-neovim-config/commit/6ccf4f64b1960325ac24a6ec3276f1ab53d242bd
If you want to use ChatGPT,Uday-sidagana,2025-02-27T01:14:38.000+05:30,https://github.com/Uday-sidagana/AI-AGENT-GEMINI-RAW-PYTHON/commit/99734f927031c5d00293af03b5f09658e0c1c64e
Used chatgpt to enhance UI,Joshua George,2025-01-28T11:25:58.000-06:00,https://github.com/Joshgg1/AdvancedExamples/commit/5b100490fba1df44d3bf9428fd731847a7b79b35
feat: Add genre determination to playlists using ChatGPT,Rick Groenewegen (aider),2025-03-05T12:08:20.000+01:00,https://github.com/RickGroenewegen/qrhit-api/commit/93e5d892b7fc9e667aff9b8634bdafaf640ebfd3
use ChatGPT to have beter project description.,Cplus Shen,2025-02-26T16:14:38.000+08:00,https://github.com/cplus66/cp-agent/commit/5d7010074bfb140bfc7e8b1fa4b34a3779636737
Used ChatGPT To Add Comments For Clarity - Stable,Riddle,2025-02-18T13:30:05.000-05:00,https://github.com/linusriddler/InfotechCenter/commit/786add8f4f4f6a09a6ead380e48605d7a543878d
"Task 2.1: Update sort_algorithm.cpp with ChatGPT Code

MAYBE
Refactored Bubble Sort to a more efficient sorting algorithm using ChatGPT's recommendation.",Abdulrahman Alharbi,2025-02-20T19:09:50.000-08:00,https://github.com/ChrisCRL/Group-2/commit/a30d9fbb70da2bce7053309fa9da6e5ac62f97ff
"chore: update paths and dependencies for improved configuration
//
- Change `chatgpt.py` to `chatgpt-cli.py` in the `aid-chatgpt` and `aid-chatgpt-pro` functions.
- Add `go:code.gitea.io/tea` with version `latest` to the mise config.
- Update the `source_command` path in the `custom_channels.toml` to use the `utils` directory instead of `docs`.
//
Signed-off-by: Alex <30626291+ipruning@users.noreply.github.com>",Alex,2025-02-28T04:50:22.000+08:00,https://github.com/ipruning/dotfiles/commit/d89e2f28618c59258eda3666a156c5264aebf88d
"Task 2.1: Update sort_algorithm.cpp with ChatGPT Code
//
Refactored Bubble Sort to a more efficient sorting algorithm using ChatGPT's recommendation.",Abdulrahman Alharbi,2025-02-20T19:09:50.000-08:00,https://github.com/AbdulAlharbi/Group-2/commit/a30d9fbb70da2bce7053309fa9da6e5ac62f97ff
feat: Add method to translate existing reviews using ChatGPT,Rick Groenewegen,2025-03-06T17:47:04.000+01:00,https://github.com/RickGroenewegen/qrhit-api/commit/4e83ad2042d48938309fa2ca617418469fedd5a3
"Task 2.1: Update sort_algorithm.cpp with ChatGPT Code
//
Refactored Bubble Sort to a more efficient sorting algorithm using ChatGPT's recommendation.",Abdulrahman Alharbi,2025-02-18T20:11:56.000-08:00,https://github.com/ChrisCRL/Group-2/commit/1e2382aa654fe0f7cb6d36b739016d56f5e6012c
"added back in thumb label, used chatgpt to simplify scaleToSliderValue",Lloyd Dakin,2025-02-28T15:23:15.000-08:00,https://github.com/LCOGT/datalab-ui/commit/7efc85f4a99a1faac29f5593b72756dc99f5347e
Use chatgpt_client to rewrite text,Fyodor,2025-02-18T14:34:59.000+02:00,https://github.com/atljh/TeleCloneX/commit/1e989b0124337b526d703a8aaa55669e03b5cc44
"Task 2.1: Update sort_algorithm.cpp with ChatGPT Code
//
Refactored Bubble Sort to a more efficient sorting algorithm using ChatGPT's recommendation.",Abdulrahman Alharbi,2025-02-18T20:11:56.000-08:00,https://github.com/AbdulAlharbi/Group-2/commit/1e2382aa654fe0f7cb6d36b739016d56f5e6012c
use chatgpt to generate sample user prompts,Gibson Smith,2025-02-20T18:47:21.000-08:00,https://github.com/gdsmith1/Replicant/commit/3221d993922e427660d2fcb51d9c1c59f8ad7f72
"Assistant checkpoint: Make ChatGPT prompt editable and use custom prompts
//
Assistant generated file changes:
- public/index.html: Make ChatGPT prompt editable
- public/js/main.js: Update ChatGPT functionality to use editable prompt, Update sendToChatGPT to use edited prompt
- server.js: Update server to handle custom prompt
//
User prompt:
//
Currently, in the ChatGPT Prompt dialog, the prompt contents is not editable. Make it editable, and the final editable version must be used to send to ChatGPT for a response.",Ashok Bakthavathsalam,2025-01-03T16:49:28.000Z,https://github.com/kgashok/PlumConfusedOpensource/commit/dd3649d96d82e22c421149e3a3b1d13c9cf6ccb6
Working on To-Do-list application using chatgpt.,asadullah,2025-02-26T23:45:58.000+05:00,https://github.com/asadullahjamil0/React/commit/3d80faf842581baf298cb7def659189897b60565
use old collision detection in order to use ChatGPT for this feature,jan-wun,2025-03-04T10:43:58.000+01:00,https://github.com/jan-wun/PSE_Endless-Runner-Game/commit/69e57e644b44ea6d096bc6f53b927869a7a71981
switch to uv and use ChatGPT to summarize lead time page changes,Erik Hasse,2025-03-05T20:51:09.000-06:00,https://github.com/erik-hasse/vans-bot/commit/cdbb73488118c04850ac10f24c09ebbc98279081
"Made the comments voltaged (chatgpt) made
//
Still upset that voltaged used chatgpt to generate code and didnt tell me",Thepuppetqueen57,2025-01-04T23:28:45.000-08:00,https://github.com/Geometry-Rays/geometry-rays/commit/ddd09612443e345898067a4806ae3f669234572b
"Integrate ChatGPT API for medical advice
//
Integrates the ChatGPT API to provide medical advice based on user input.  The response will be generated using ChatGPT's AI voice generation software.  The API key is stored securely (details not included in this commit).",gpt-engineer-app[bot],2025-02-24T03:27:40.000Z,https://github.com/vexerzy/teal-healthbot/commit/cff1bc33ab15f1cd3dcb82ac0d67e73c830fa2b2
Use ChatGPT to transcripe Step3 shell script,Mukto Akash,2025-02-23T06:51:10.000-05:00,https://github.com/muktoakash/Copernicus/commit/2fc972cb09dddd10c68749aae3597029f2d9786d
add capability to reply using chatgpt,Kenichi Ueno,2025-02-09T17:56:13.000+09:00,https://github.com/Keno42/site_update_notifier/commit/c9dfe881d3327ae98022318bebe1c0ea73e45cd4
Publish A trick to manage frequently used prompts in Claude/ChatGPT,Publish Bot,2025-02-27T12:59:23.000Z,https://github.com/garritfra/garrit.xyz/commit/fec91510c020937d5a5ed68187980151d8d9a352
"Added Sample data, used ChatGPT to generate translation",anonUnderground,2025-02-03T21:31:22.000-06:00,https://github.com/anonUnderground/NativeEcho/commit/0a9c00eb0c93e53267cd2d66484541d98649c0fb
"Use ChatGPT valuation only
//
The code will be modified to exclusively utilize the property valuation provided by ChatGPT, disregarding other valuation sources.  This addresses discrepancies between different valuation methods.",gpt-engineer-app[bot],2025-02-26T17:39:35.000Z,https://github.com/Cryptonite44/Property-Valuer/commit/43c76bc36247c7e3d588612f9c0609577dc1eb6a
Use ChatGPT to improve the README file,James Robert Huggins Ngo,2025-02-14T10:40:35.000-05:00,https://github.com/JamesRobertHugginsNgo/get-boilerplate/commit/78c210ce4099bbf7bd84ef3ae73d79fbcd5c7e2a
"Added back the detailed explanation of color channels
//
When voltaged used chatgpt to add buttons chatgpt removed my detailed explanation arghhh",Thepuppetqueen57,2025-01-09T22:16:55.000-08:00,https://github.com/Geometry-Rays/geometry-rays/commit/a83430b0cba0cad8767f6fef1bef2dd374ae5332
updates openaiservices to use chatgpt.js,Ras3D,2025-02-03T20:44:58.000-08:00,https://github.com/Ras3D/ai_sandbox/commit/82a2bdb128076788fc715cbe9335be905d990418
refactor: Use enum to enforce valid genre IDs in ChatGPT functions,Rick Groenewegen (aider),2025-03-05T12:10:17.000+01:00,https://github.com/RickGroenewegen/qrhit-api/commit/1e8039ae840e55772fab696a1d68417af107a250
Task 2.2: Added undocumented code and used ChatGPT to document it,Jaydan,2025-02-27T19:44:05.000-08:00,https://github.com/Jordrn4l/Group-1/commit/47e13a43f8c3fc79c17e4ff34bd4cf8f49b297a1
used ChatGPT to help understand Login.js line by line,linxingting,2025-02-16T21:45:58.000+08:00,https://github.com/cs4218/cs4218-2420-ecom-project-team46/commit/4f46cfde97c46630cc4f5b4c3c36acfce6e2d1c3
Used a lot of chatgpt to understand,caramalizedbutter,2025-02-22T02:09:17.000+05:30,https://github.com/caramalizedbutter/etch-a-sketch/commit/33f36c90632dfb86b8c7ac5c30c4f4ca6fc396a1
Used chatgpt to add responsiveness.,Marcus,2025-01-09T23:36:21.000+08:00,https://github.com/sucrammal/MyPortfolio/commit/aa19592669e31f9651bdd838e2b53f5cfe4bd0d2
Used OOO to query Gemini  and ChatGpt following same paradigm.,Antonio Zavaleta,2025-02-10T22:05:06.000-05:00,https://github.com/antonio-zavaleta/check-llm-access/commit/4743d509b6ed6e102567554f2bf671774ca456a7
"Create ChatGPT enhanced code
// (copilot)
use copilot to debug this",Robert J Honders Sr,2025-02-17T15:45:17.000-05:00,https://github.com/MicroHydroMan/MicroHydro-Valve-Controller/commit/eb0e8b49a94922a5961793862486b1e690914cd3
Updateed agents to use ChatGPT 4o mini,kira10krishna,2025-02-20T13:23:10.000+05:30,https://github.com/kira10krishna/7day-trip-planner/commit/a74162863f1d73a1e240b1b0a26a936cd6bdbf54
used chatgpt to generate some code,MChouHome,2025-01-10T20:59:18.000-05:00,https://github.com/mathchou/mathchou.github.io/commit/527ee82b7d93657ebe61509fe31a448f539d3b7c
implemented allocating texts to multiple students selected by class. heavily used chatGpt 4.0,samphire,2025-03-03T17:33:23.000+09:00,https://github.com/samphire/cobalt/commit/1234150010d028bf341fe916698f30b8cceab14a
"Renamed ChatGPT plugin to AI, as it can actually use any AI that you have configured, not just ChatGPT.",Rupert Jabelman,2025-01-09T15:37:04.000Z,https://github.com/localgovdrupal/localgov_publications_importer/commit/d23f8869a68d37a9c704b3fb8bd57db65094c0d1
"tenth commit
changed fonts of webpages to Poppins,Roboto after some suggestions
from ChatGPT, changed About me section to sound more professional using ChatGPT.",Kofi K,2025-01-21T08:38:05.000Z,https://github.com/Kofi100/Portolio-Website-1.0/commit/c727f069f0690c4be8d8c4ad2f97272ef0920fba
"Finally vertical and horizontal working,
getting used to using chatGPT",Keago99,2025-01-29T19:41:30.000+02:00,https://github.com/Keago99/TOPBattleShip/commit/5d4de239f9496e34335941011649611c1a31926c
:sparkles: Implemented a chat API to reply message with ChatGPT using vectored data,masashimorita,2025-03-07T20:39:11.000+09:00,https://github.com/masashimorita/next-chatbot/commit/ef10bf7c1f79fb6ad346a99e59be99bc61249fa2
Simplify summary display to use ChatGPT's native formatting,jngldrm,2025-02-18T16:30:18.000+01:00,https://github.com/jngldrm/summai/commit/5ea94a6f19d25c8b0b8e55bd6b06a0fa22a8a38d
"Use ChatGPT API for Generations

YES
Updated the code to utilize the ChatGPT API for content generation, removing previous limitations.
[skip gpt_engineer]",gpt-engineer-app[bot],2025-01-24T16:17:50.000Z,https://github.com/Sinka48/brandcampaign-scheduler/commit/a5741382db358a588f1046f4df7d00ee34e2f0b8
"Update README.md

YES
# Crowdfunding_ETL
Used ChatGPT to help convert the launch_date and end_date columns in the campaign dataframe to datetime data types. 
Used ChatGPT and Xpert Learning Assistant for the contacts dataframe especially in the coding for converting the rows into dictionaries and making the dataframe.
Used ChatGPT and Xpert Learning Assistant for help with refinement of table schema",Haffa1995,2025-01-27T20:02:31.000-07:00,https://github.com/ethanshipman/Global-Trust-Analysis/commit/3a7ed31ff318878773ba74887e16448b33cee488
use chatgpt to generate docs from schema and old docs (#53888),Charles,2025-02-21T10:46:54.000-08:00,https://github.com/airbytehq/airbyte/commit/f1d574afd27152cd426b3e7d5ee4ce8fa659463c
Used chatgpt to rewrite my html and css (made it look so much better),Daniel Kandiah,2025-03-01T16:12:15.000-05:00,https://github.com/Danjkah/AssignmentOne/commit/3c120d61c7c17becbe2d89301b13171e6a520931
Use a different selector to attach the inbound chatgpt button - because chatgpt isn't english only.,drxing96,2024-12-17T18:53:49.000+05:30,https://github.com/drxing96/ai-copywriter/commit/1b7dd7cdf6cad1c1ee7bd0371ab678587921fc6c
Added a function to detect the pii columns using chatgpt,EricaC2401,2025-02-20T23:28:40.000Z,https://github.com/EricaC2401/GDPR-Obfuscator-Project/commit/045d064629f342b113e172a66760b88e3c0fc0d0
"Chain Of thought prompting example , how to classify using chatgpt m how to do the moderation where we can check what is the nature of a prompt and can decide to ignore or process it using our LLM (Chatgpt)",Sajjad Paracha,2025-02-18T14:31:36.000+03:00,https://github.com/sajadparacha/AILearning/commit/0b8acb403e920cc2536944c1b8ffe68b057cede5
used chatgpt to fix the bug causing issue to read large number of files.,kal,2025-02-15T21:57:09.000-05:00,https://github.com/kalagotla/lptlib/commit/06000fb09a0263ae746fce058e5b1d4110a454a2
no longer use alt-c to activate chatgpt,Z Yin,2025-02-03T11:49:03.000-05:00,https://github.com/ZYinMD/my-daily-AHK-scripts/commit/1dab64c336f1b0ac86b9d1c4b9e2a54637f63393
"Assistant checkpoint: Update ChatGPT integration to use custom prompts
//
Assistant generated file changes:
- server.js: Update ChatGPT endpoint to use custom prompt
- public/js/main.js: Update sendToChatGPT to send custom prompt
//
User prompt:
//
The Prompt was edited in the ChatGPT prompt window. But that was not used. Please fix this.",Ashok Bakthavathsalam,2025-01-03T17:35:57.000Z,https://github.com/kgashok/PlumConfusedOpensource/commit/69916d3fc5f294ca5e30d8279364ca2275ede217
Add `How I Used ChatGPT to Fix My Old Blog Posts (And What I Learned)` post,Edd Mann,2025-03-06T12:04:22.000Z,https://github.com/eddmann/eddmann.github.io/commit/1b4ec9554cf28d2bfac07c5af07e9a1a04defd26
"Used chatgpt to make this Rumi page look pretty

YES
Signed-off-by: Surbhi Palande <csurbhi@gmail.com>",Surbhi Palande,2025-03-06T23:18:52.000-08:00,https://github.com/csurbhi/csurbhi.github.io/commit/50ff22791c95582151a6cd28a70703ceb236eb0e
"250305 using chatGPT to make my resume
//

YES
Used ChatGPT to write this new workflow file. May need to revert.",Stephan Teodosescu,2025-02-23T07:42:19.000+01:00,https://github.com/steodose/club-elo/commit/215ae1b844dc9a318f073198eddf4c023e3bda6d
Used chatGPT to try :),Jorel Morales,2024-12-17T12:45:21.000+08:00,https://github.com/JorelDenceReyethJMorales/DSA_Final_Project/commit/af710ca23faf0e099b073c4792f04c782dc4ef3f
day23 (used chatgpt to help),Daniel,2024-12-23T11:16:03.000-05:00,https://github.com/danielshanker/AdventOfCode/commit/37a5924d42014889d699572c8cd91ef777a38288
a good tip to learn english by using chatgpt,lisi,2025-02-10T17:20:39.000+08:00,https://github.com/kamibababa/my_knowledge_base_vuepress_vdoing/commit/557a2563a9c9b6ad045661b6000d726d25d9ad45
a good tip to learn english by using chatgpt,lisi,2025-02-10T17:16:38.000+08:00,https://github.com/kamibababa/my_knowledge_base_vuepress_vdoing/commit/e49d1c5566e1eff1ed3d0619832e5e571ac7f13b
"Add GitHub workflow for ChatGPT PR review

YES
Used chatgpt to create a code to save .mat files to the corresponding .save file. While I did re-read the code, it is directly a copy-paste from chatgpt.",Voyeux Alfred,2025-01-30T14:52:33.000+01:00,https://github.com/avoyeux/Rainbow_k3d/commit/009aa4dc3e173b62b688d0d001d9a4e0d1aa0963
Use a different selector to attach the inbound chatgpt button - because chatgpt isn't english only.,Jeswin Kumar,2024-12-17T18:53:49.000+05:30,https://github.com/codespin-ai/codespin-chrome-extension/commit/37deaf95991f05b1f066b9c2be78812e159086a8
"Removed netId-Related Code:
//
Removed netId1 and netId2 as ChatGPT does not have a netId.
Static ChatGPT Profile:
//
Used a static ChatGPT logo (chatgpt_logo) and name (ChatGPT) for the profile.
Welcome Message:
//
Added an initial message to introduce ChatGPT.
Message Sending Logic:
//
Directly displays the user's message.
Simulates a typing delay and generates an AI response.
Typing Indicator:
//
Displays a typing indicator for a realistic feel.
Mock AI Response:
//
Simulates a response from ChatGPT. This should later be replaced with an actual API call to fetch the response from ChatGPT.
Removed User Profile Fetch:

LLAMA
"cant use chatgpt, need to use llama",Kxok,2025-01-03T15:12:45.000+01:00,https://github.com/Jerem33320/gpt4me/commit/89b85cdca198d72904815d9837f856e31803a2a6
Created using Colab embellishing chatgpt output to help debug gemini output,gary beaver,2025-02-14T19:08:26.000-08:00,https://github.com/electronhead/solarium/commit/7b60791b0fb629f3eb55d952907192abe21416ac
"Reverted to edit edt-c3552269-0d56-4a61-95cf-64d58f0ccb4a: ""Use ChatGPT valuation only

MAYBE
The code will be modified to exclusively utilize the property valuation provided by ChatGPT, disregarding other valuation sources.  This addresses discrepancies between different valuation methods.""",gpt-engineer-app[bot],2025-02-26T18:01:38.000Z,https://github.com/Cryptonite44/Property-Valuer/commit/3b36c7109f71fbca0e5e23c4a0f3f76b97bd2dd9
using chatGPT to write tests,SadeepaNHerath,2025-01-07T06:28:12.000+05:30,https://github.com/SadeepaNHerath/python-learn/commit/4ff45cadc80e47ec2a2fe9fb9b9d5a0f88a44dd4
Adds functions to scrape a website and extract the recipe using ChatGPT,Priyal Malhotra,2025-02-15T15:21:33.000-08:00,https://github.com/janwils/RecipeExtension/commit/29129d9a066efde87b51a78064237ee944db65ac
blog: Using ChatGPT via gptel to make my Emacs nutrition tracker smarter,Ioannis Canellos,2025-02-16T11:08:44.000+02:00,https://github.com/iocanel/blog/commit/17cc977f220d4f099d7bfaae8a878b99e14a5ba4
"Removed netId-Related Code:
//
Removed netId1 and netId2 as ChatGPT does not have a netId.
Static ChatGPT Profile:
//
Used a static ChatGPT logo (chatgpt_logo) and name (ChatGPT) for the profile.
Welcome Message:
//
Added an initial message to introduce ChatGPT.
Message Sending Logic:
//
Directly displays the user's message.
Simulates a typing delay and generates an AI response.
Typing Indicator:
//
Displays a typing indicator for a realistic feel.
Mock AI Response:
//
Simulates a response from ChatGPT. This should later be replaced with an actual API call to fetch the response from ChatGPT.
Removed User Profile Fetch:
//
Since ChatGPT is not a user, there’s no need to fetch profile data.",Autrin,2024-12-08T21:03:56.000-06:00,https://github.com/autrin/ISU_Pulse/commit/0e862b52d592b8f47658743a781c29811d1094ef
"Scaffold site
//
used chatgpt to outline site and explore frontend, some broken links but mostly cleaned",EthanWickenkamp,2025-02-25T10:50:55.000-06:00,https://github.com/EthanWickenkamp/Learn-Django/commit/f83eb3ae59aa0bd9cd024677f3bff2a04c8ff48b
"Removed netId-Related Code:
..
Removed netId1 and netId2 as ChatGPT does not have a netId.
Static ChatGPT Profile:
//
Used a static ChatGPT logo (chatgpt_logo) and name (ChatGPT) for the profile.
Welcome Message:
//
Added an initial message to introduce ChatGPT.
Message Sending Logic:
//
Directly displays the user's message.
Simulates a typing delay and generates an AI response.
Typing Indicator:
//
Displays a typing indicator for a realistic feel.
Mock AI Response:
//
Simulates a response from ChatGPT. This should later be replaced with an actual API call to fetch the response from ChatGPT.
Removed User Profile Fetch:

YES
Since ChatGPT is not a user, there’s no need to fetch profile data.",Autrin,2024-12-08T21:03:56.000-06:00,https://github.com/BachNg311/ISU_PULSE/commit/0e862b52d592b8f47658743a781c29811d1094ef
Use ChatGPT-4o-mini to personalize wasting video classifier,oiocha,2025-01-29T01:18:20.000+09:00,https://github.com/jun-pac/Project-Ulysses/commit/269e7236ad61582cc44a426ecbcef0aa1ebf7a2d
"Create PowerShellScriptAnalyzerPrompt.md
//
The ChatGPT prompt I use to analyze PowerShell Scripts",Michael Lee LaPointe,2025-02-16T19:18:26.000-06:00,https://github.com/MichaelLaPointe/MILP/commit/2accd82d09f2cdd5e646f0dffcd5664b8eea7bce
"Update AI model queries
//
Modify AI model queries to use Puter for ChatGPT.",gpt-engineer-app[bot],2025-02-24T01:21:21.000Z,https://github.com/mlle-aadf/echoes-ai/commit/220907e6cec64d3da4684ef390b0074efb3dfa6b
"Chatgpt service
//
also added service for deepseek but its currently unavailable to be used.",mmordi,2025-02-20T14:25:48.000+02:00,https://github.com/AhmedWagdyAli/resume-extractor/commit/1b6877698eef846f3c6e245ba2351de3d9519520
Use chatGPT's help to refine README.md and introduce github formatting,Volodymyr Kleban,2025-02-15T22:10:09.000-05:00,https://github.com/vvkleban/person-detection/commit/642e14e3e180e0036bc6e9c2619d4c75091b788b
feat: Use ChatGPT to improve README.md,Martin Sarrionandia,2025-01-18T15:11:57.000Z,https://github.com/martinsarrionandia/aws-rancher/commit/24c41d008e40f1c00f264c36faee0b7c127dd45a
"Implement ChatGPT Speech Feature

MAYBE
Work done:
- Real-time weather data and forecasts
- Smart outfit recommendations using ChatGPT/LangChain
- Smart data caching to reduce API calls",Tasha Mitchell,2025-01-01T19:48:27.000-05:00,https://github.com/tamitchell/weatherapp/commit/ed8ea955b902be54a1ae66b2890810241cdfad5e
Used a chatgpt awnser to fix a problem with the cp command,jonahmakowski,2025-02-06T19:29:35.000-05:00,https://github.com/jonahmakowski/pyWrskp/commit/fb57796f50c15d76a3fda579ff35a96166d9a8b7
Used ChatGPT to identify and correct errors in code samples.,kraoshin,2025-01-13T11:02:32.000+01:00,https://github.com/Kraoshin/holbertonschool-chatgpt-introduction/commit/948a2efaf0ac6edd0035e8105c64bd643734c839
add screenshot after using chatgpt to improve design,Ashok,2025-01-18T01:06:59.000+05:30,https://github.com/Ashoknegi13/DevPath/commit/e2edff5fe8cb34660309d8849b67356cf108237e
invoke update-changelog now uses ChatGPT to summarize PRs.,Shyue Ping Ong,2025-01-23T13:29:12.000-08:00,https://github.com/materialsproject/pymatgen/commit/4c8f4517ff66233ee68c25c79a790b4468c1ff44
Added some comments to the code to include where chatgpt was used,Elvis,2025-01-16T13:55:07.000+01:00,https://github.com/definitely-el/Python-Project/commit/329142c362940a02bbfdf056faaaed796bb8e632
Got something to compile (used chatGPT and claude just to get to something testable).,nbrader,2025-01-25T16:22:24.000Z,https://github.com/nbrader/advent-of-code-2024/commit/acbdf00bb1b4d081e8177ca4ce93fc253f757245
feat: create post method to use chatgpt 4,Daniel Evangelista,2025-01-20T09:33:36.000-03:00,https://github.com/danicvan/ai-travel-planner-backend/commit/92614bec1e9c2c8d09777a8889d3b5d676955a03
"struggled a lot with the markdown stuff, had to use chatgpt, it passed all tests though...",Echidna,2025-03-06T20:44:52.000-04:00,https://github.com/EchidnaTheG/Static_Site_Generator/commit/54a089757dae67c9900fbea3e9926e31ca5e6554
Use chatgpt-shell-request-timeout in requests to ollama,Constantin Kulikov,2025-01-27T15:40:36.000-05:00,https://github.com/xenodium/chatgpt-shell/commit/03881f89bce86faff89c0dece39f2b356f7b8a3d
Used ChatGPT to get some good icons instead of just text,Zachariah B. Farahany,2025-01-18T15:05:59.000-06:00,https://github.com/ZachFara/ZachFara/commit/bef752cb415c4023d885f3f64195d483eb0fb822
used ChatGPT to fix jobTracker so I can blacklist urls,Jonathan Hammond,2025-01-12T21:36:23.000-05:00,https://github.com/Pythonidaer/new-society-test/commit/3c2d0f5cc60fd733a779842146420fcaf583e6c4
"Create README.md 

YES
Used ChatGPT to create a README file",Qasim Khan,2025-01-13T13:15:39.000+01:00,https://github.com/qasimkhan/Bear-Classifier-App/commit/59facfd1398f5f6ee844f41b6d0d17d0fdda1c4f
Got something to compile (used chatGPT and claude just to get to something testable).,nbrader,2025-01-25T16:22:24.000Z,https://github.com/nbrader/ascii-world/commit/acbdf00bb1b4d081e8177ca4ce93fc253f757245
Update content/posts/2025-02-27-a-trick-to-manage-frequently-used-prompts-in-claude-chatgpt.md,Garrit Franke,2025-02-27T14:02:38.000+01:00,https://github.com/garritfra/garrit.xyz/commit/88ca25b1c2a673106680218901fdb914362323ef
"Add triangle render

YES
- Use ChatGPT to create code to render a simple triangle",PeterG,2025-02-09T13:18:39.000-08:00,https://github.com/PeterG-ithub/procedural-animation/commit/4fb644402d461214c951915d8d0cbdb46a73219f

"Update notices and ChatGPT view to use centralized notice system
//
- Removed unused notice entries from `notices.js`
- Added new notice for copied ChatGPT URL
- Refactored `SmartChatGPTView` to use plugin's centralized notice method
- Replaced direct app notice with plugin notice system",Brian Joseph Petro,2025-01-31T13:04:07.000-05:00,https://github.com/brianpetro/obsidian-smart-connections/commit/8c04b7042c38a75d2ff7530b0991443199fc8664
"Update README.md

YES
Used ChatGpt to get started with a template for this initiative.",Rohit Dandamudi,2025-02-02T03:21:37.000-08:00,https://github.com/me-diru/loonie-tariffs/commit/0cf414b1bad7eb4375bebffcace9fda5b131c576
Use ChatGPT-o1 to optimize the LLaMa and LLMBase swift files,wangqi,2025-02-01T15:26:38.000+08:00,https://github.com/wangqi/llamacpp_swift/commit/3e7a83b8edf139939cb46db859bd322c4260bd67
1# P006 USING CHATGPT 3 TO REWRITE THE PROMPTS TEXT AND FORMAT IT,Karl247ai,2025-02-10T19:24:26.000Z,https://github.com/Karl247ai/gen-ai-bootcamp-2025/commit/9f2d7bebe6ce4c9fd62081f6f67aa6a42d4cd01b
I used ChatGPT to build this game. Very smooth.,jongitshub,2025-01-04T15:20:02.000-05:00,https://github.com/jongitshub/vanilla-go-fish/commit/25c0663c3ab01760b0405a8d2c601b4353690a10


YES
"Update README.md with chart

Used ChatGPT to convert my google doc chart into github readme Markdown syntax",mc-Corkell,2025-02-26T14:44:59.000-08:00,https://github.com/mc-Corkell/system-design/commit/460fc4699fc2e1d8758c95b8f09b2bd760e3d331
"Create Auto-Prompting via Hotkeys
//
What it does: By using the prompt below, you can command ChatGPT to follow specific instructions just by including hotkeys in your prompt
//
How to use it: Paste the following prompt at the ""Customize ChatGPT"" section which you can find by clicking on your profile photo at the top-right of ChatGPT.",Ai-cole,2025-01-20T12:09:41.000-08:00,https://github.com/Ai-cole/ChatGPT_Prompts/commit/fa6d2f3aadbd7321ae2a77e1ccbd0812a8a1688b
feat: refactor backend to use chatgpt,Vincentius Oktara,2024-12-27T15:04:33.000+07:00,https://github.com/sleeplessCoderrr/Mailify/commit/85cbe7a04cf9e4128513e761c084f52bc8212e8e
